Temp,Humidity,Fertility,Score
20.8,44.9,87.9,91.1
30.2,51.0,60.6,73.9
30.2,51.0,60.6,73.9
25.0,63.0,20.9,73.2
25.0,63.0,20.9,73.2
41.9,79.7,96.8,76.8
42.9,40.7,74.9,76.4
22.2,68.9,31.7,82.3
30.7,20.0,48.5,43.5
30.7,20.0,48.5,43.5
37.3,14.0,28.5,17.8
37.3,14.0,28.5,17.8
15.1,29.3,31.5,40.6
15.1,29.3,31.5,40.6
31.4,30.8,10.5,45.7
31.4,30.8,10.5,45.7
33.6,51.6,80.2,86.0
20.2,50.3,26.7,81.0
15.9,88.6,87.6,56.9
15.9,88.6,87.6,56.9
14.2,27.9,59.0,37.1
14.2,27.9,59.0,37.1
22.9,14.3,74.0,71.7
32.4,61.2,86.0,87.0
22.7,46.3,41.9,82.8
22.7,46.3,41.9,82.8
12.9,32.8,88.0,58.5
12.9,32.8,88.0,58.5
35.4,36.6,77.7,54.3
35.4,36.6,77.7,54.3
40.9,54.9,82.0,61.8
40.9,54.9,82.0,61.8
16.9,34.4,54.1,73.9
42.7,83.6,22.9,56.8
20.5,10.6,15.2,37.6
20.5,10.6,15.2,37.6
31.6,14.3,29.4,27.7
31.6,14.3,29.4,27.7
22.2,94.9,19.2,63.7
15.3,72.6,81.5,82.9
34.3,68.3,78.1,76.0
34.3,68.3,78.1,76.0
44.2,97.6,52.6,15.1
44.2,97.6,52.6,15.1
25.3,88.6,99.3,77.7
25.3,88.6,99.3,77.7
32.2,36.3,24.5,50.1
32.2,36.3,24.5,50.1
14.4,22.1,70.5,68.5
31.1,99.7,62.4,66.0
16.7,35.5,7.1,39.8
16.7,35.5,7.1,39.8
12.9,80.3,53.8,33.5
12.9,80.3,53.8,33.5
36.3,62.6,54.7,72.6
33.3,89.1,6.3,68.5
44.3,17.1,36.8,15.0
44.3,17.1,36.8,15.0
33.8,35.8,64.8,56.2
33.8,35.8,64.8,56.2
33.7,32.8,19.0,47.4
33.7,32.8,19.0,47.4
42.1,52.1,1.8,32.6
42.1,52.1,1.8,32.6
15.9,57.1,83.1,88.8
43.3,59.9,97.2,82.7
29.3,90.2,83.8,58.3
29.3,90.2,83.8,58.3
10.8,86.8,51.8,35.2
10.8,86.8,51.8,35.2
29.2,38.4,76.6,87.1
27.2,73.3,24.5,77.0
40.4,82.2,6.9,7.4
40.4,82.2,6.9,7.4
37.4,54.0,99.8,76.2
37.4,54.0,99.8,76.2
28.4,37.5,48.1,76.7
30.8,35.6,62.6,80.1
21.4,34.4,37.8,64.1
21.4,34.4,37.8,64.1
27.5,65.5,41.3,81.8
27.5,65.5,41.3,81.8
37.1,54.4,54.5,60.9
37.1,54.4,54.5,60.9
32.6,17.7,51.1,35.4
32.6,17.7,51.1,35.4
17.6,83.1,4.9,64.2
24.1,67.2,83.7,90.4
10.4,48.6,80.9,69.2
10.4,48.6,80.9,69.2
42.5,48.5,79.6,58.8
42.5,48.5,79.6,58.8
21.0,92.2,77.5,76.9
38.7,64.3,83.1,80.0
33.3,53.7,24.2,60.7
33.3,53.7,24.2,60.7
16.7,20.9,73.7,48.6
16.7,20.9,73.7,48.6
28.0,54.1,89.4,95.1
28.0,54.1,89.4,95.1
29.3,40.3,30.5,82.0
29.3,40.3,30.5,82.0
11.3,51.8,0.2,64.7
14.2,87.4,78.1,73.3
20.1,83.0,70.8,62.7
20.1,83.0,70.8,62.7
10.0,84.4,9.6,21.1
10.0,84.4,9.6,21.1
30.4,33.8,83.4,87.7
26.4,56.3,13.0,80.6
28.0,95.6,47.6,47.2
28.0,95.6,47.6,47.2
37.0,45.8,1.6,46.4
37.0,45.8,1.6,46.4
17.0,28.4,36.2,39.5
17.0,28.4,36.2,39.5
35.3,44.2,2.7,49.4
35.3,44.2,2.7,49.4
30.7,97.9,97.5,79.6
18.3,25.2,48.2,67.9
28.9,79.4,1.0,54.8
28.9,79.4,1.0,54.8
41.8,43.5,68.6,56.9
41.8,43.5,68.6,56.9
38.1,47.8,25.5,68.5
19.4,54.8,81.4,92.2
36.3,79.3,26.9,35.8
36.3,79.3,26.9,35.8
12.6,19.5,17.8,17.0
12.6,19.5,17.8,17.0
12.8,18.2,64.5,30.8
12.8,18.2,64.5,30.8
15.5,68.1,15.0,56.8
15.5,68.1,15.0,56.8
34.6,47.7,27.9,72.3
40.6,86.1,89.4,72.3
13.4,78.7,23.0,39.8
13.4,78.7,23.0,39.8
43.9,61.0,35.2,37.1
43.9,61.0,35.2,37.1
21.5,43.7,28.7,77.3
16.1,66.0,69.0,82.9
33.6,30.0,41.9,51.8
33.6,30.0,41.9,51.8
34.9,33.8,24.8,47.0
34.9,33.8,24.8,47.0
26.9,78.4,55.0,71.6
26.9,78.4,55.0,71.6
30.6,97.8,90.9,47.2
30.6,97.8,90.9,47.2
35.9,59.3,73.8,80.7
24.5,34.6,63.5,81.3
21.1,59.8,46.0,83.3
21.1,59.8,46.0,83.3
35.6,91.4,96.4,39.6
35.6,91.4,96.4,39.6
11.6,95.9,97.3,73.7
33.0,64.3,11.1,73.3
23.2,37.6,50.3,71.6
23.2,37.6,50.3,71.6
17.1,18.6,88.1,48.2
17.1,18.6,88.1,48.2
20.4,69.3,23.4,76.1
20.4,69.3,23.4,76.1
41.2,92.7,72.1,23.8
41.2,92.7,72.1,23.8
13.7,79.8,11.6,63.0
26.3,29.3,39.0,70.7
26.4,49.8,89.6,94.0
35.7,43.1,38.7,56.0
35.7,43.1,38.7,56.0
10.6,71.6,79.2,54.2
10.6,71.6,79.2,54.2
18.9,26.2,57.1,71.3
29.0,53.6,50.2,81.3
27.3,25.4,38.4,56.8
27.3,25.4,38.4,56.8
31.0,67.0,57.7,71.8
31.0,67.0,57.7,71.8
24.3,29.4,16.0,46.4
24.3,29.4,16.0,46.4
32.9,93.8,94.1,47.3
32.9,93.8,94.1,47.3
23.7,92.3,52.8,72.6
21.4,12.2,6.0,49.8
26.9,40.8,40.5,84.1
26.9,40.8,40.5,84.1
35.3,30.7,14.8,34.8
35.3,30.7,14.8,34.8
40.9,63.2,52.6,48.3
40.9,63.2,52.6,48.3
16.8,88.9,91.6,56.5
16.8,88.9,91.6,56.5
28.4,89.9,43.9,69.8
29.2,94.1,20.7,67.4
42.5,21.3,36.5,18.5
42.5,21.3,36.5,18.5
36.7,21.7,4.0,22.7
36.7,21.7,4.0,22.7
22.5,47.5,46.5,82.7
22.5,47.5,46.5,82.7
36.7,90.2,38.9,58.6
10.8,82.8,8.0,22.3
10.8,82.8,8.0,22.3
22.1,55.6,53.9,85.4
31.5,62.8,23.6,61.9
31.5,62.8,23.6,61.9
26.2,96.8,75.8,55.4
26.2,96.8,75.8,55.4
21.2,22.4,15.1,60.0
12.3,85.9,89.5,76.0
32.9,63.1,60.6,71.9
32.9,63.1,60.6,71.9
39.7,69.3,99.1,66.8
39.7,69.3,99.1,66.8
28.2,79.8,70.5,79.3
16.7,27.5,57.2,70.6
42.8,69.9,59.2,53.9
33.3,97.8,99.0,47.3
33.3,97.8,99.0,47.3
42.8,69.9,59.2,53.9
43.6,95.4,65.8,20.3
31.9,55.5,21.1,62.4
43.6,95.4,65.8,20.3
31.9,55.5,21.1,62.4
40.4,19.4,48.6,62.9
28.9,92.9,34.3,67.7
42.3,23.7,45.2,21.9
42.3,23.7,45.2,21.9
25.5,44.7,59.2,89.1
25.5,44.7,59.2,89.1
26.5,66.2,78.3,87.9
17.1,17.6,23.2,56.0
11.3,56.7,66.9,63.2
11.3,56.7,66.9,63.2
38.1,30.4,65.8,40.6
38.1,30.4,65.8,40.6
24.9,28.2,89.7,73.3
24.9,28.2,89.7,73.3
33.0,81.3,56.4,47.7
33.0,81.3,56.4,47.7
43.9,90.3,30.2,52.5
21.8,30.5,92.1,84.3
41.0,30.7,17.7,25.9
41.0,30.7,17.7,25.9
30.3,100.0,54.6,37.2
30.3,100.0,54.6,37.2
17.7,85.6,14.5,65.6
43.6,42.9,50.2,68.0
26.4,46.2,41.4,83.2
26.4,46.2,41.4,83.2
20.7,63.1,5.2,66.0
20.7,63.1,5.2,66.0
27.2,77.2,82.8,79.1
27.2,77.2,82.8,79.1
15.3,52.0,36.4,67.0
15.3,52.0,36.4,67.0
23.9,41.1,38.5,77.3
44.6,78.4,73.4,65.6
32.4,11.6,94.2,47.4
32.4,11.6,94.2,47.4
13.6,33.4,48.8,40.8
13.6,33.4,48.8,40.8
16.8,79.2,0.2,64.7
27.0,85.9,41.2,72.9
16.4,96.0,17.6,24.2
16.4,96.0,17.6,24.2
34.9,73.5,61.1,58.1
34.9,73.5,61.1,58.1
30.5,68.1,88.9,81.8
30.5,68.1,88.9,81.8
19.3,51.4,83.8,81.9
19.3,51.4,83.8,81.9
21.6,40.8,41.1,76.9
13.9,56.3,66.2,81.5
43.1,83.0,69.1,31.2
43.1,83.0,69.1,31.2
27.4,90.8,48.7,47.1
27.4,90.8,48.7,47.1
28.9,57.3,47.7,80.3
23.5,15.7,6.4,52.6
11.1,33.3,51.4,46.0
11.1,33.3,51.4,46.0
23.0,93.5,76.2,56.9
23.0,93.5,76.2,56.9
35.1,41.1,39.5,54.8
35.1,41.1,39.5,54.8
25.4,11.8,11.0,39.6
25.4,11.8,11.0,39.6
28.9,63.6,56.6,79.7
16.8,92.4,20.2,60.4
32.2,93.7,42.8,30.5
32.2,93.7,42.8,30.5
35.5,88.5,76.6,42.1
35.5,88.5,76.6,42.1
26.0,13.0,4.8,50.1
15.6,48.9,72.3,85.8
38.5,11.1,92.1,25.5
38.5,11.1,92.1,25.5
18.6,65.8,37.6,62.5
18.6,65.8,37.6,62.5
27.5,31.4,32.3,70.4
40.6,55.1,10.4,36.9
14.0,91.0,12.2,14.9
40.6,55.1,10.4,36.9
14.0,91.0,12.2,14.9
39.2,17.8,3.8,50.9
12.0,55.6,99.3,76.8
12.0,55.6,99.3,76.8
41.9,56.2,97.0,61.3
41.9,56.2,97.0,61.3
33.0,14.3,87.8,80.7
15.1,21.7,64.9,67.7
12.5,22.8,89.1,41.8
11.9,62.3,50.7,59.8
12.5,22.8,89.1,41.8
11.9,62.3,50.7,59.8
14.2,87.3,13.3,18.8
24.8,61.5,84.1,95.0
24.8,61.5,84.1,95.0
14.2,87.3,13.3,18.8
12.9,95.4,21.7,53.7
33.6,65.7,58.3,74.9
40.6,50.0,95.8,85.0
22.6,74.1,73.3,77.0
22.6,74.1,73.3,77.0
19.7,66.8,21.5,62.9
19.7,66.8,21.5,62.9
23.2,21.0,6.1,57.4
20.1,97.8,71.5,71.5
26.3,37.1,17.0,57.0
26.3,37.1,17.0,57.0
37.4,30.3,81.8,53.0
37.4,30.3,81.8,53.0
42.1,71.3,38.7,28.7
42.1,71.3,38.7,28.7
23.8,60.6,1.5,70.7
23.8,60.6,1.5,70.7
17.5,75.9,39.4,75.9
21.0,49.7,59.7,85.7
34.4,57.1,74.7,77.5
34.4,57.1,74.7,77.5
40.0,51.9,21.7,44.8
40.0,51.9,21.7,44.8
40.0,66.3,30.2,63.8
35.8,45.7,2.3,67.6
26.2,64.5,82.5,93.5
26.2,64.5,82.5,93.5
31.1,79.7,34.4,45.1
31.1,79.7,34.4,45.1
41.8,93.0,60.8,20.3
34.8,59.5,46.8,66.7
41.8,93.0,60.8,20.3
34.8,59.5,46.8,66.7
16.7,84.6,90.0,80.6
33.2,68.4,27.1,70.8
40.7,68.5,95.5,64.6
40.7,68.5,95.5,64.6
22.5,19.7,28.2,42.4
22.5,19.7,28.2,42.4
35.9,91.3,90.8,75.3
16.6,92.4,53.9,66.5
34.2,77.6,79.5,65.1
34.2,77.6,79.5,65.1
24.0,72.2,83.7,80.6
24.0,72.2,83.7,80.6
24.9,84.1,68.6,64.8
24.9,84.1,68.6,64.8
28.9,63.8,4.8,73.7
28.9,63.8,4.8,73.7
19.0,61.4,2.3,80.4
17.8,35.6,37.4,70.8
26.2,64.7,71.1,90.8
26.2,64.7,71.1,90.8
21.8,34.7,92.2,80.2
21.8,34.7,92.2,80.2
29.0,64.9,88.0,89.1
38.8,89.1,77.9,67.8
40.8,44.8,50.1,55.0
40.8,44.8,50.1,55.0
37.6,67.9,0.6,45.8
37.6,67.9,0.6,45.8
39.3,16.4,3.1,50.2
31.1,76.2,83.1,81.9
14.8,44.7,40.8,60.3
11.3,16.7,58.0,26.5
14.8,44.7,40.8,60.3
11.3,16.7,58.0,26.5
40.3,26.6,34.3,21.3
40.3,26.6,34.3,21.3
12.0,70.9,38.6,42.6
12.0,70.9,38.6,42.6
41.7,69.5,34.3,61.1
18.9,99.1,75.4,70.9
30.5,32.5,71.5,59.3
30.5,32.5,71.5,59.3
31.0,85.8,68.9,46.2
31.0,85.8,68.9,46.2
33.7,30.8,86.9,86.3
25.7,62.8,7.2,81.0
21.5,26.7,72.5,65.9
21.5,26.7,72.5,65.9
32.4,94.0,72.7,39.4
32.4,94.0,72.7,39.4
12.0,87.0,50.9,34.9
12.0,87.0,50.9,34.9
25.3,28.1,43.0,55.8
25.3,28.1,43.0,55.8
28.4,30.7,1.2,64.1
29.3,85.1,23.9,70.6
35.1,69.5,43.8,56.0
35.1,69.5,43.8,56.0
21.2,59.4,22.7,75.2
21.2,59.4,22.7,75.2
23.1,32.8,13.1,68.9
37.4,35.7,17.5,63.3
32.9,23.2,13.7,35.7
32.9,23.2,13.7,35.7
42.7,86.2,71.6,32.8
42.7,86.2,71.6,32.8
29.7,62.6,31.0,80.4
29.7,62.6,31.0,80.4
39.0,60.1,13.0,36.9
39.0,60.1,13.0,36.9
23.1,54.2,17.2,81.7
36.3,51.2,33.6,72.1
37.9,71.9,83.9,56.2
37.9,71.9,83.9,56.2
29.2,71.7,41.3,62.3
29.2,71.7,41.3,62.3
39.0,33.8,26.3,62.7
42.4,33.4,88.5,46.7
41.5,79.3,96.5,44.9
41.5,79.3,96.5,44.9
42.4,33.4,88.5,46.7
26.4,38.0,51.2,78.6
43.4,71.6,33.7,30.5
40.4,85.7,26.0,19.1
43.4,71.6,33.7,30.5
40.4,85.7,26.0,19.1
21.1,80.9,26.4,74.9
11.3,12.4,58.3,57.1
33.9,40.8,21.5,60.5
33.9,40.8,21.5,60.5
15.7,91.4,9.3,18.3
15.7,91.4,9.3,18.3
16.8,29.8,52.7,70.7
38.4,69.9,89.7,80.5
25.7,72.3,56.8,71.5
42.7,62.0,39.4,46.0
25.7,72.3,56.8,71.5
42.7,62.0,39.4,46.0
13.4,38.5,95.0,55.3
13.4,38.5,95.0,55.3
31.4,82.5,87.8,55.0
31.4,82.5,87.8,55.0
33.1,66.6,25.6,71.5
38.9,98.0,95.4,71.7
39.3,40.4,45.7,44.2
39.3,40.4,45.7,44.2
15.1,47.5,52.4,67.9
15.1,47.5,52.4,67.9
40.6,59.4,64.6,56.2
14.3,66.4,65.9,66.4
31.4,22.8,58.8,44.7
38.1,65.7,18.0,66.6
40.6,59.4,64.6,56.2
14.3,66.4,65.9,66.4
31.4,22.8,58.8,44.7
11.0,90.1,75.9,33.5
11.0,90.1,75.9,33.5
42.0,40.3,28.7,62.9
29.7,72.6,1.0,75.8
27.5,15.5,37.3,48.3
27.5,15.5,37.3,48.3
16.8,60.2,59.4,71.1
16.8,60.2,59.4,71.1
10.4,16.5,52.6,57.6
19.4,33.8,36.6,70.3
25.4,79.2,84.8,79.5
25.4,79.2,84.8,79.5
40.5,76.2,45.5,32.7
40.5,76.2,45.5,32.7
30.4,90.1,70.5,73.2
44.7,92.1,10.2,4.3
13.5,46.9,95.8,71.0
29.5,91.0,95.5,63.8
11.7,47.0,44.9,57.1
44.7,92.1,10.2,4.3
13.5,46.9,95.8,71.0
31.4,98.2,94.2,77.8
29.5,91.0,95.5,63.8
11.7,47.0,44.9,57.1
16.7,28.2,99.4,80.9
39.1,13.6,33.4,8.1
11.6,79.8,6.4,30.4
39.1,13.6,33.4,8.1
11.6,79.8,6.4,30.4
26.2,52.9,30.7,80.9
32.3,83.3,67.8,72.7
39.9,90.0,80.3,33.2
12.6,80.2,44.7,34.2
39.9,90.0,80.3,33.2
12.6,80.2,44.7,34.2
39.1,21.3,70.1,73.9
40.8,77.8,60.5,64.1
44.4,52.1,77.0,60.1
44.4,52.1,77.0,60.1
23.0,17.8,49.0,49.2
23.0,17.8,49.0,49.2
39.4,53.4,35.7,46.8
16.4,57.7,70.4,71.9
17.2,60.9,93.0,79.1
20.3,20.6,93.5,73.4
39.4,53.4,35.7,46.8
16.4,57.7,70.4,71.9
17.3,63.5,87.2,90.4
17.2,60.9,93.0,79.1
20.3,20.6,93.5,73.4
26.7,19.4,60.2,73.5
14.0,24.9,75.0,43.0
14.0,24.9,75.0,43.0
12.3,64.8,48.0,62.2
12.3,64.8,48.0,62.2
41.2,42.0,17.4,62.0
26.4,18.7,59.6,72.9
26.2,25.4,49.9,54.7
26.2,25.4,49.9,54.7
16.9,76.0,53.5,53.5
16.9,76.0,53.5,53.5
44.8,92.5,10.1,1.6
21.8,65.2,81.8,90.6
44.8,92.5,10.1,1.6
12.5,32.8,74.3,51.5
12.5,32.8,74.3,51.5
39.8,32.1,71.4,76.6
35.1,14.1,1.6,7.4
37.1,45.2,63.2,61.9
45.0,69.9,18.4,40.2
40.5,51.7,12.5,40.5
35.1,14.1,1.6,7.4
37.1,45.2,63.2,61.9
43.5,13.7,58.1,63.0
45.0,69.9,18.4,40.2
40.5,51.7,12.5,40.5
32.6,55.6,84.8,88.2
32.2,81.4,51.9,45.7
32.2,81.4,51.9,45.7
25.9,58.2,80.5,91.5
25.9,58.2,80.5,91.5
23.0,91.8,60.8,74.2
37.1,96.1,61.5,60.2
30.3,51.3,88.3,83.7
30.3,51.3,88.3,83.7
33.3,57.7,51.5,68.3
33.3,57.7,51.5,68.3
34.0,21.8,20.5,57.8
24.1,48.8,75.4,90.5
16.7,85.7,61.4,48.4
16.7,85.7,61.4,48.4
35.2,11.7,91.4,35.2
35.2,11.7,91.4,35.2
39.8,80.2,84.8,32.9
39.8,80.2,84.8,32.9
34.0,15.0,59.2,39.2
34.0,15.0,59.2,39.2
24.8,62.9,59.2,84.2
18.7,80.8,7.9,68.7
40.0,71.8,98.5,47.4
40.0,71.8,98.5,47.4
10.2,22.1,50.7,37.1
10.2,22.1,50.7,37.1
29.8,17.7,75.3,78.6
18.1,28.0,88.1,78.9
43.0,83.8,54.8,23.6
43.0,83.8,54.8,23.6
21.5,57.5,51.9,85.9
21.5,57.5,51.9,85.9
32.0,30.4,50.6,53.7
39.8,95.3,14.1,7.6
31.4,68.3,19.5,58.9
21.1,34.3,92.7,82.4
20.8,99.6,69.4,54.0
36.3,83.4,77.6,46.2
41.5,70.4,76.4,44.0
15.3,44.8,84.6,80.4
24.4,53.8,45.9,86.4
39.1,63.5,37.8,45.1
34.8,90.7,23.4,29.4
38.6,29.4,62.8,29.5
33.5,84.3,66.7,53.6
23.7,11.9,41.2,44.9
24.0,13.3,18.1,35.2
39.0,14.6,21.3,7.4
43.1,86.7,66.3,30.5
32.3,41.6,31.0,68.5
32.8,24.1,34.5,38.5
15.0,68.9,76.4,75.9
37.2,48.0,81.0,66.4
25.8,91.8,25.1,45.1
35.8,63.8,27.3,51.2
42.1,53.4,38.0,42.9
28.8,18.7,59.4,51.8
44.6,38.6,53.2,34.8
14.0,87.7,11.6,24.4
25.5,94.4,93.7,61.0
42.4,23.5,90.8,37.7
36.4,93.7,28.6,17.6
12.2,90.8,86.6,34.3
31.1,39.4,16.2,40.1
26.4,76.8,58.1,71.9
11.4,45.6,61.8,68.1
32.7,23.8,3.3,34.5
19.6,27.9,90.4,58.4
24.9,35.9,57.5,74.3
42.7,40.7,98.5,63.1
15.5,86.2,97.0,58.2
27.1,32.6,91.5,80.5
30.7,99.4,41.8,33.6
29.0,55.5,35.4,81.3
12.9,92.4,81.7,34.7
36.4,52.2,93.1,75.1
35.6,50.5,45.9,55.4
37.0,19.1,43.4,21.5
39.1,66.0,93.4,66.0
32.7,20.7,85.3,54.2
19.9,55.4,39.4,66.0
29.9,47.3,34.0,81.1
17.0,64.0,92.5,82.0
35.6,28.5,7.2,22.3
25.4,15.3,97.9,59.7
35.1,94.8,46.7,22.8
42.8,29.2,9.4,14.0
30.3,13.8,85.3,44.2
39.4,78.9,99.7,51.6
37.3,47.3,25.7,48.8
41.2,87.2,9.7,12.8
27.6,68.3,14.9,72.2
13.6,23.6,47.3,35.8
11.0,42.5,29.7,55.6
24.2,53.8,83.4,96.0
38.1,40.5,59.2,53.3
16.5,39.8,90.0,66.3
20.2,39.2,46.6,66.5
22.6,38.5,12.6,58.9
23.8,25.7,54.8,61.1
26.9,72.5,39.3,65.3
36.0,28.0,79.1,42.2
30.5,92.3,15.6,27.4
13.2,41.5,12.1,50.1
22.8,62.5,33.7,76.6
38.4,96.2,29.9,11.6
44.2,57.9,99.7,61.4
14.8,89.8,96.9,49.2
39.0,98.7,99.5,31.9
31.8,62.4,44.6,67.3
20.2,69.4,74.6,89.5
20.2,69.2,40.5,82.9
14.5,53.7,19.0,44.8
25.5,76.3,32.1,64.9
12.7,50.5,81.0,73.1
16.0,88.3,7.8,32.7
41.9,79.7,10.9,20.0
32.4,69.8,2.0,55.3
36.8,96.6,85.3,37.6
38.2,70.3,95.2,53.1
11.0,45.2,93.3,71.7
14.0,93.0,9.9,10.7
17.7,17.0,62.0,36.8
13.7,26.7,0.3,19.5
11.6,18.2,81.1,31.7
13.4,71.4,53.4,46.6
42.7,72.2,31.7,29.5
25.8,28.2,92.3,69.5
43.9,59.9,32.5,43.3
18.3,27.8,50.0,48.3
22.5,10.9,83.7,61.1
24.5,79.5,77.5,81.3
12.7,15.0,74.9,34.4
23.2,64.6,12.2,70.5
29.8,31.3,2.3,55.4
18.7,29.2,10.8,32.5
29.8,97.3,99.9,62.3
30.1,33.6,15.5,42.6
13.5,48.2,20.6,53.3
44.7,65.5,76.3,57.1
34.8,61.7,40.7,68.2
32.7,49.5,69.3,76.0
20.7,49.2,33.0,82.3
43.8,97.6,80.5,27.7
11.6,33.5,61.9,46.3
36.6,79.7,73.0,50.8
40.1,36.9,87.2,47.8
28.1,49.5,79.2,90.4
17.6,78.3,69.5,59.0
31.1,55.8,18.1,58.0
30.7,34.8,82.1,67.6
21.3,77.0,55.7,71.5
30.6,85.4,1.8,29.0
30.4,16.8,82.1,43.1
33.9,31.1,59.6,55.0
19.7,66.4,78.7,78.1
42.9,42.2,34.5,42.1
27.6,64.3,50.2,84.5
13.4,99.1,38.6,19.6
32.4,92.2,45.3,34.9
33.0,13.1,17.9,27.7
20.4,96.8,75.8,56.6
33.8,75.1,91.8,69.4
15.9,86.1,99.4,62.1
13.7,50.2,22.8,53.5
43.2,32.5,80.0,43.5
21.0,98.7,34.0,45.8
43.5,28.0,40.9,25.1
10.7,48.8,55.2,62.8
10.5,14.3,86.7,36.6
20.2,51.6,49.4,81.9
37.4,21.0,53.1,39.6
30.9,76.6,31.3,50.2
32.3,49.3,53.0,70.2
12.9,90.2,19.6,14.5
37.7,70.6,40.9,42.0
17.8,48.8,61.6,73.4
15.3,71.0,94.3,64.0
24.1,29.5,56.2,61.9
30.2,43.4,71.6,73.5
42.4,29.7,10.8,12.2
36.3,39.1,8.9,35.2
31.6,19.3,74.1,42.9
41.8,21.8,78.4,33.8
32.6,33.0,41.3,55.8
12.0,36.5,32.4,39.7
18.5,67.2,24.8,59.0
25.6,26.3,66.5,62.6
28.8,42.1,63.7,90.0
19.0,25.3,23.8,36.2
24.3,98.4,27.3,44.1
13.2,34.8,70.8,53.7
13.4,16.5,56.4,27.3
27.0,78.2,25.2,60.6
30.0,31.8,38.6,63.3
23.4,48.8,95.2,98.2
23.8,69.9,74.3,90.4
39.0,99.7,64.7,18.2
15.7,72.4,8.2,43.1
17.7,89.3,40.4,38.1
16.0,30.2,83.3,62.7
29.4,69.9,42.3,83.5
23.2,11.8,71.7,53.4
43.8,59.4,33.5,46.1
43.7,69.4,32.2,46.4
45.0,39.0,70.3,40.4
16.5,70.9,72.4,63.4
29.2,37.6,97.6,84.7
27.7,59.0,98.9,98.8
26.7,92.4,85.8,60.6
30.2,31.3,49.8,56.4
17.2,29.4,74.8,50.2
35.2,59.7,84.1,69.5
40.9,32.3,74.7,43.2
37.4,63.9,4.8,45.7
35.7,75.1,5.5,31.0
27.2,72.2,3.5,52.9
18.0,35.2,63.7,58.9
30.6,66.5,83.3,77.7
13.2,13.0,45.3,24.5
42.1,67.3,73.1,56.6
12.6,49.0,44.3,58.8
16.0,78.1,2.0,37.6
44.1,87.3,53.2,19.2
44.8,86.0,91.9,39.3
35.1,74.3,72.0,47.4
14.2,59.7,32.0,52.3
42.6,44.4,61.1,51.1
40.6,63.6,61.9,54.1
27.3,59.4,97.0,94.5
44.6,91.4,85.8,21.8
36.9,89.4,28.5,26.5
27.3,59.4,97.0,94.5
40.6,63.6,61.9,54.1
32.8,86.4,68.8,71.3
44.6,91.4,85.8,21.8
36.9,89.4,28.5,26.5
34.9,58.3,85.6,85.8
42.8,66.6,78.2,74.0
30.7,76.4,42.3,54.2
30.7,76.4,42.3,54.2
34.8,81.8,87.1,55.3
34.8,81.8,87.1,55.3
30.0,53.5,18.7,77.5
15.3,87.2,71.6,72.7
29.9,97.8,4.7,66.5
22.4,59.5,23.3,77.5
22.4,59.5,23.3,77.5
38.9,29.1,70.1,30.9
38.9,29.1,70.1,30.9
28.7,37.1,77.8,87.5
38.0,99.4,100.0,73.9
21.2,24.3,85.2,73.8
21.2,24.3,85.2,73.8
17.5,99.5,58.6,37.9
17.5,99.5,58.6,37.9
24.1,91.0,80.8,80.7
36.4,40.6,72.0,67.2
36.4,40.6,72.0,67.2
31.2,98.1,21.1,26.6
31.2,98.1,21.1,26.6
25.9,11.2,29.0,55.6
30.6,18.8,74.6,79.0
27.7,49.8,74.8,89.0
22.3,91.1,65.6,54.9
22.3,91.1,65.6,54.9
28.8,75.7,26.0,63.3
28.8,75.7,26.0,63.3
15.6,13.5,55.0,61.0
43.8,15.2,53.5,61.3
35.8,46.8,29.2,51.8
35.8,46.8,29.2,51.8
25.4,19.4,91.3,62.6
29.9,70.7,46.0,75.1
25.4,19.4,91.3,62.6
33.1,85.4,90.8,54.4
33.1,85.4,90.8,54.4
23.1,65.5,97.4,97.9
23.1,65.5,97.4,97.9
12.7,60.1,1.3,67.2
26.4,64.2,77.8,88.4
28.1,50.3,82.2,95.0
28.1,50.3,82.2,95.0
14.9,78.7,53.0,44.8
14.9,78.7,53.0,44.8
10.6,31.3,1.7,59.4
14.4,39.7,86.2,82.5
32.3,62.8,31.2,61.3
32.3,62.8,31.2,61.3
31.9,85.6,93.1,55.3
31.9,85.6,93.1,55.3
27.0,57.9,11.6,71.3
27.0,57.9,11.6,71.3
20.4,14.4,50.1,63.7
10.3,61.3,61.2,73.8
44.9,61.9,50.3,46.2
44.9,61.9,50.3,46.2
10.2,30.9,49.3,44.7
10.2,30.9,49.3,44.7
35.0,58.7,10.6,56.6
35.0,58.7,10.6,56.6
30.9,54.2,50.7,79.6
26.0,12.9,25.4,55.3
17.0,68.3,40.3,79.6
33.8,63.6,94.9,82.1
33.8,63.6,94.9,82.1
27.1,59.6,13.6,73.6
27.1,59.6,13.6,73.6
26.8,49.7,96.9,95.5
38.5,47.3,75.4,54.9
38.5,47.3,75.4,54.9
29.2,31.3,36.1,70.6
25.6,62.7,16.3,72.2
25.6,62.7,16.3,72.2
44.7,74.6,9.0,24.4
44.7,74.6,9.0,24.4
44.1,94.4,91.5,25.0
44.1,94.4,91.5,25.0
21.7,24.4,23.1,62.8
33.9,79.2,17.0,67.1
16.1,41.3,30.0,66.8
16.1,41.3,30.0,66.8
34.5,97.5,11.0,20.0
34.5,97.5,11.0,20.0
10.8,10.4,65.5,58.3
39.4,32.7,81.1,80.5
32.9,20.3,78.0,52.9
